"business_id","date","ViolationTypeID","risk_category","description"
253,"20160622",103133,"Moderate Risk","Foods not protected from contamination"
253,"20161208",103150,"Low Risk","Improper or defective plumbing"
253,"20161208",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
253,"20171114",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
253,"20171114",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
253,"20171114",103161,"Low Risk","Low risk vermin infestation"
253,"20171114",103138,"Low Risk","Improper storage use or identification of toxic substances"
256,"20161019",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
256,"20161019",103148,"Low Risk","No thermometers or uncalibrated thermometers "
256,"20171205",103145,"Low Risk","Improper storage of equipment utensils or linens"
256,"20171205",103142,"Low Risk","Unclean nonfood contact surfaces"
256,"20171205",103131,"Moderate Risk","Moderate risk vermin infestation"
256,"20171205",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
268,"20160725",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
268,"20160725",103109,"High Risk","Unclean or unsanitary food contact surfaces"
268,"20150903",103145,"Low Risk","Improper storage of equipment utensils or linens"
268,"20150903",103133,"Moderate Risk","Foods not protected from contamination"
272,"20180606",103157,"Low Risk","Food safety certificate or food handler card not available"
272,"20180606",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
272,"20180606",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
