"business_id","Score","date","type"
121,,"20180601","Reinspection/Followup"
121,90,"20180514","Routine - Unscheduled"
121,90,"20170418","Routine - Unscheduled"
121,,"20151029","Reinspection/Followup"
121,86,"20151020","Routine - Unscheduled"
125,90,"20170719","Routine - Unscheduled"
125,92,"20160520","Routine - Unscheduled"
134,85,"20180524","Routine - Unscheduled"
134,,"20170215","Reinspection/Followup"
134,93,"20170214","Routine - Unscheduled"
134,98,"20150806","Routine - Unscheduled"
140,86,"20180105","Routine - Unscheduled"
140,,"20171018","Reinspection/Followup"
140,77,"20171011","Routine - Unscheduled"
140,,"20160520","Reinspection/Followup"
140,85,"20160414","Routine - Unscheduled"
141,100,"20170505","Routine - Unscheduled"
141,100,"20160627","Routine - Unscheduled"
146,,"20180413","Reinspection/Followup"
146,81,"20180315","Routine - Unscheduled"
146,84,"20161017","Routine - Unscheduled"
146,84,"20160407","Routine - Unscheduled"
146,,"20150730","Reinspection/Followup"
146,91,"20150723","Routine - Unscheduled"
151,81,"20180514","Routine - Unscheduled"
151,92,"20160726","Routine - Unscheduled"
151,,"20150812","Complaint Reinspection/Followup"
151,,"20150701","Complaint Reinspection/Followup"
151,,"20150629","Complaint Reinspection/Followup"
155,,"20170504","Reinspection/Followup"
155,79,"20170227","Routine - Unscheduled"
155,100,"20151229","Routine - Unscheduled"
155,,"20150618","Reinspection/Followup"
164,,"20170908","Complaint"
164,83,"20170908","Routine - Unscheduled"
164,87,"20161110","Routine - Unscheduled"
164,96,"20151106","Routine - Unscheduled"
184,,"20180329","Reinspection/Followup"
184,90,"20180213","Routine - Unscheduled"
184,98,"20161003","Routine - Unscheduled"
187,96,"20171128","Routine - Unscheduled"
187,92,"20170210","Routine - Unscheduled"
187,89,"20160511","Routine - Unscheduled"
187,,"20160429","Non-inspection site visit"
190,100,"20171129","Routine - Unscheduled"
190,100,"20161206","Routine - Unscheduled"
192,94,"20180403","Routine - Unscheduled"
192,,"20170807","Complaint"
192,,"20170807","Reinspection/Followup"
192,,"20170724","Reinspection/Followup"
192,86,"20170626","Routine - Unscheduled"
192,,"20161018","Complaint"
192,90,"20160628","Routine - Unscheduled"
194,,"20180118","Complaint"
194,,"20171017","Reinspection/Followup"
194,,"20171010","Reinspection/Followup"
194,84,"20170919","Routine - Unscheduled"
198,94,"20171129","Routine - Unscheduled"
198,94,"20170130","Routine - Unscheduled"
198,92,"20151029","Routine - Unscheduled"
200,88,"20170104","Routine - Unscheduled"
200,94,"20151001","Routine - Unscheduled"
208,90,"20170731","Routine - Unscheduled"
208,92,"20151007","Routine - Unscheduled"
208,,"20150928","Non-inspection site visit"
216,94,"20180313","Routine - Unscheduled"
216,94,"20170629","Routine - Unscheduled"
217,92,"20180316","Routine - Unscheduled"
217,93,"20170925","Routine - Unscheduled"
217,92,"20170330","Routine - Unscheduled"
217,90,"20160912","Routine - Unscheduled"
217,94,"20160329","Routine - Unscheduled"
217,94,"20150818","Routine - Unscheduled"
226,88,"20180319","Routine - Unscheduled"
226,,"20160627","Reinspection/Followup"
226,82,"20160523","Routine - Unscheduled"
231,,"20170628","Reinspection/Followup"
231,90,"20170601","Routine - Unscheduled"
231,,"20160316","Reinspection/Followup"
231,88,"20160301","Routine - Unscheduled"
236,96,"20161017","Routine - Unscheduled"
236,94,"20151214","Routine - Unscheduled"
239,88,"20171207","Routine - Unscheduled"
239,84,"20160525","Routine - Unscheduled"
240,,"20170224","Reinspection/Followup"
240,,"20161222","Non-inspection site visit"
240,82,"20161004","Routine - Unscheduled"
240,,"20150828","Reinspection/Followup"
240,68,"20150813","Routine - Unscheduled"
247,86,"20161114","Routine - Unscheduled"
247,,"20160519","Reinspection/Followup"
247,83,"20160503","Routine - Unscheduled"
251,98,"20180306","Routine - Unscheduled"
251,96,"20160616","Routine - Unscheduled"
253,92,"20171114","Routine - Unscheduled"
253,96,"20161208","Routine - Unscheduled"
253,94,"20160622","Routine - Unscheduled"
256,,"20171211","Reinspection/Followup"
256,90,"20171205","Routine - Unscheduled"
256,96,"20161019","Routine - Unscheduled"
256,,"20161005","Non-inspection site visit"
256,100,"20150908","Routine - Unscheduled"
268,100,"20171228","Routine - Unscheduled"
268,91,"20160725","Routine - Unscheduled"
268,94,"20150903","Routine - Unscheduled"
268,,"20150903","Complaint"
272,,"20180611","Reinspection/Followup"
272,79,"20180606","Routine - Unscheduled"
272,,"20160525","Reinspection/Followup"
272,78,"20160517","Routine - Unscheduled"
273,,"20180409","Reinspection/Followup"
273,83,"20180322","Routine - Unscheduled"
273,,"20171010","Reinspection/Followup"
273,,"20171003","Reinspection/Followup"
273,75,"20171002","Routine - Unscheduled"
273,,"20161014","Reinspection/Followup"
273,,"20160929","Reinspection/Followup"
273,78,"20160920","Routine - Unscheduled"
275,98,"20180116","Routine - Unscheduled"
275,96,"20161031","Routine - Unscheduled"
275,,"20151029","Reinspection/Followup"
275,96,"20151020","Routine - Unscheduled"
276,100,"20180507","Routine - Unscheduled"
276,100,"20171103","Routine - Unscheduled"
276,100,"20170512","Routine - Unscheduled"
276,100,"20151103","Routine - Unscheduled"
279,94,"20180606","Routine - Unscheduled"
279,92,"20171010","Routine - Unscheduled"
279,90,"20170104","Routine - Unscheduled"
279,98,"20160518","Routine - Unscheduled"
279,94,"20151020","Routine - Unscheduled"
281,98,"20180308","Routine - Unscheduled"
281,96,"20160606","Routine - Unscheduled"
283,,"20180424","Non-inspection site visit"
283,90,"20180417","Routine - Unscheduled"
283,81,"20170209","Routine - Unscheduled"
283,73,"20151001","Routine - Unscheduled"
286,,"20180108","Reinspection/Followup"
286,,"20171108","Reinspection/Followup"
286,83,"20171107","Routine - Unscheduled"
286,,"20161118","Reinspection/Followup"
286,82,"20161102","Routine - Unscheduled"
286,,"20160617","Reinspection/Followup"
286,72,"20160607","Routine - Unscheduled"
290,98,"20180320","Routine - Unscheduled"
290,89,"20160615","Routine - Unscheduled"
298,,"20180601","Reinspection/Followup"
298,87,"20180524","Routine - Unscheduled"
298,,"20171221","Complaint"
298,92,"20171017","Routine - Unscheduled"
298,,"20161027","Reinspection/Followup"
298,88,"20161013","Routine - Unscheduled"
298,87,"20160408","Routine - Unscheduled"
298,80,"20150828","Routine - Unscheduled"
298,,"20150828","Reinspection/Followup"
298,,"20150828","Complaint"
299,,"20171116","Complaint"
299,94,"20171116","Routine - Unscheduled"
299,96,"20160705","Routine - Unscheduled"
300,,"20180119","Complaint"
300,86,"20171208","Routine - Unscheduled"
300,,"20170802","Complaint"
300,,"20160415","Reinspection/Followup"
300,68,"20160413","Routine - Unscheduled"
300,,"20151122","New Construction"
302,96,"20180130","Routine - Unscheduled"
302,,"20170829","Reinspection/Followup"
302,81,"20170728","Routine - Unscheduled"
302,,"20160913","Reinspection/Followup"
302,89,"20160902","Routine - Unscheduled"
305,,"20180111","Reinspection/Followup"
305,,"20180105","Complaint"
305,88,"20180104","Routine - Unscheduled"
305,87,"20160518","Routine - Unscheduled"
315,,"20170914","Reinspection/Followup"
315,87,"20170905","Routine - Unscheduled"
315,92,"20161110","Routine - Unscheduled"
315,94,"20150929","Routine - Unscheduled"
318,98,"20180510","Routine - Unscheduled"
318,98,"20171116","Routine - Unscheduled"
318,96,"20170602","Routine - Unscheduled"
318,94,"20151113","Routine - Unscheduled"
320,81,"20180522","Routine - Unscheduled"
320,,"20171024","Reinspection/Followup"
320,,"20171024","Non-inspection site visit"
320,,"20171017","Reinspection/Followup"
320,,"20171010","Reinspection/Followup"
320,77,"20171004","Routine - Unscheduled"
320,,"20160928","Reinspection/Followup"
320,68,"20160920","Routine - Unscheduled"
323,94,"20161108","Routine - Unscheduled"
323,100,"20160112","Routine - Unscheduled"
326,,"20180201","Reinspection/Followup"
326,81,"20180123","Routine - Unscheduled"
326,,"20170519","New Construction"
326,,"20170516","New Construction"
326,,"20160825","Reinspection/Followup"
326,82,"20160818","Routine - Unscheduled"
326,,"20160720","New Construction"
328,,"20161202","Reinspection/Followup"
328,81,"20161122","Routine - Unscheduled"
328,,"20160401","Reinspection/Followup"
328,,"20160309","Reinspection/Followup"
328,,"20160308","Reinspection/Followup"
328,,"20160305","Reinspection/Followup"
328,,"20160305","Reinspection/Followup"
328,90,"20160105","Routine - Unscheduled"
337,90,"20180129","Routine - Unscheduled"
337,90,"20160520","Routine - Unscheduled"
379,,"20180409","Reinspection/Followup"
379,77,"20180328","Routine - Unscheduled"
379,,"20170315","Reinspection/Followup"
379,77,"20170308","Routine - Unscheduled"
379,,"20160617","Reinspection/Followup"
379,74,"20160610","Routine - Unscheduled"
384,96,"20180103","Routine - Unscheduled"
384,,"20170621","Reinspection/Followup"
384,,"20170523","Reinspection/Followup"
384,,"20170504","Reinspection/Followup"
384,76,"20170501","Routine - Unscheduled"
386,84,"20171116","Routine - Unscheduled"
386,82,"20160429","Routine - Unscheduled"
386,,"20160429","Complaint"
386,,"20160425","Complaint"
386,90,"20160127","Routine - Unscheduled"
389,100,"20180312","Routine - Unscheduled"
389,96,"20170316","Routine - Unscheduled"
393,,"20170712","Reinspection/Followup"
393,76,"20170705","Routine - Unscheduled"
393,,"20160809","Reinspection/Followup"
393,84,"20160722","Routine - Unscheduled"
393,90,"20150707","Routine - Unscheduled"
397,,"20171107","Non-inspection site visit"
397,94,"20171107","Routine - Unscheduled"
397,,"20161024","Reinspection/Followup"
397,94,"20160909","Routine - Unscheduled"
400,,"20180223","Reinspection/Followup"
400,90,"20180222","Routine - Unscheduled"
400,100,"20160608","Routine - Unscheduled"
403,94,"20180430","Routine - Unscheduled"
403,88,"20170925","Routine - Unscheduled"
403,,"20170519","Structural Inspection"
403,,"20170505","New Construction"
403,,"20160708","Reinspection/Followup"
403,81,"20160701","Routine - Unscheduled"
403,81,"20150723","Routine - Unscheduled"
409,83,"20170627","Routine - Unscheduled"
413,,"20161017","Reinspection/Followup"
413,,"20160916","Reinspection/Followup"
413,78,"20160830","Routine - Unscheduled"
415,,"20180420","Reinspection/Followup"
415,91,"20180406","Routine - Unscheduled"
415,92,"20170110","Routine - Unscheduled"
415,,"20150924","Reinspection/Followup"
415,87,"20150903","Routine - Unscheduled"
420,,"20171027","Reinspection/Followup"
420,,"20171026","Reinspection/Followup"
420,,"20171025","Complaint"
420,74,"20171025","Routine - Unscheduled"
420,,"20160602","Reinspection/Followup"
420,,"20160513","Reinspection/Followup"
420,78,"20160504","Routine - Unscheduled"
422,96,"20180501","Routine - Unscheduled"
422,,"20180319","Non-inspection site visit"
422,94,"20160927","Routine - Unscheduled"
422,,"20151001","Reinspection/Followup"
422,92,"20150918","Routine - Unscheduled"
423,,"20180205","Complaint"
423,,"20171127","Reinspection/Followup"
423,78,"20171117","Routine - Unscheduled"
423,,"20161117","Complaint"
423,,"20160902","Reinspection/Followup"
423,85,"20160901","Routine - Unscheduled"
424,,"20171201","Reinspection/Followup"
424,,"20171113","Reinspection/Followup"
424,86,"20171107","Routine - Unscheduled"
424,90,"20170112","Routine - Unscheduled"
424,,"20150828","Complaint"
428,98,"20171026","Routine - Unscheduled"
428,96,"20160707","Routine - Unscheduled"
429,,"20180228","Routine - Unscheduled"
429,87,"20160602","Routine - Unscheduled"
431,86,"20180417","Routine - Unscheduled"
431,92,"20160525","Routine - Unscheduled"
435,,"20180418","Reinspection/Followup"
435,88,"20180410","Routine - Unscheduled"
435,92,"20161212","Routine - Unscheduled"
435,92,"20151028","Routine - Unscheduled"
436,87,"20180523","Routine - Unscheduled"
436,87,"20161028","Routine - Unscheduled"
436,,"20160624","Reinspection/Followup"
436,,"20160620","Non-inspection site visit"
436,79,"20160608","Routine - Unscheduled"
438,,"20171027","Reinspection/Followup"
438,84,"20171010","Routine - Unscheduled"
438,90,"20160321","Routine - Unscheduled"
438,,"20160304","New Construction"
438,,"20160203","New Construction"
442,,"20180123","Complaint"
442,90,"20180123","Routine - Unscheduled"
442,,"20170425","Reinspection/Followup"
442,83,"20170411","Routine - Unscheduled"
442,,"20160316","Reinspection/Followup"
442,86,"20160308","Routine - Unscheduled"
443,94,"20171107","Routine - Unscheduled"
443,,"20171107","Complaint"
443,92,"20160316","Routine - Unscheduled"
447,,"20180424","Structural Inspection"
447,96,"20171128","Routine - Unscheduled"
447,96,"20160908","Routine - Unscheduled"
447,,"20150803","Reinspection/Followup"
447,87,"20150723","Routine - Unscheduled"
448,88,"20170607","Routine - Unscheduled"
448,,"20151028","Reinspection/Followup"
448,84,"20151021","Routine - Unscheduled"
462,98,"20170719","Routine - Unscheduled"
462,94,"20160520","Routine - Unscheduled"
463,,"20180524","Reinspection/Followup"
463,,"20180502","Reinspection/Followup"
463,88,"20180423","Routine - Unscheduled"
463,,"20160714","Reinspection/Followup"
463,88,"20160706","Routine - Unscheduled"
470,92,"20180523","Routine - Unscheduled"
470,,"20160927","Reinspection/Followup"
470,87,"20160920","Routine - Unscheduled"
473,,"20180412","Non-inspection site visit"
473,90,"20180409","Routine - Unscheduled"
473,94,"20160927","Routine - Unscheduled"
473,,"20150729","Reinspection/Followup"
473,87,"20150720","Routine - Unscheduled"
473,,"20150720","Complaint"
475,90,"20180410","Routine - Unscheduled"
475,,"20180319","Complaint"
475,,"20170215","Complaint"
475,,"20161212","Complaint"
475,,"20161212","Reinspection/Followup"
475,90,"20161102","Routine - Unscheduled"
475,,"20151014","Reinspection/Followup"
475,90,"20151006","Routine - Unscheduled"
477,,"20170612","Reinspection/Followup"
477,92,"20170605","Routine - Unscheduled"
477,,"20160413","Reinspection/Followup"
477,88,"20160406","Routine - Unscheduled"
479,,"20180608","Reinspection/Followup"
479,92,"20180607","Routine - Unscheduled"
479,,"20160823","Reinspection/Followup"
479,87,"20160729","Routine - Unscheduled"
480,80,"20171016","Routine - Unscheduled"
480,86,"20160427","Routine - Unscheduled"
480,,"20151216","Complaint"
480,,"20151027","Complaint"
483,96,"20171030","Routine - Unscheduled"
483,96,"20160505","Routine - Unscheduled"
484,91,"20160711","Routine - Unscheduled"
485,96,"20180509","Routine - Unscheduled"
485,96,"20161207","Routine - Unscheduled"
485,98,"20150923","Routine - Unscheduled"
486,,"20160812","Reinspection/Followup"
486,93,"20160805","Routine - Unscheduled"
488,,"20180131","Reinspection/Followup"
488,92,"20180116","Routine - Unscheduled"
488,,"20160610","Reinspection/Followup"
488,89,"20160525","Routine - Unscheduled"
489,,"20171228","Reinspection/Followup"
489,75,"20171130","Routine - Unscheduled"
489,,"20170105","Reinspection/Followup"
489,80,"20161220","Routine - Unscheduled"
489,,"20160729","Reinspection/Followup"
489,79,"20160721","Routine - Unscheduled"
489,,"20160524","Reinspection/Followup"
489,,"20160328","Reinspection/Followup"
489,,"20160321","Reinspection/Followup"
489,,"20160316","Reinspection/Followup"
489,,"20160314","Reinspection/Followup"
489,,"20160309","Reinspection/Followup"
489,69,"20160308","Routine - Unscheduled"
489,,"20150814","Reinspection/Followup"
489,,"20150807","Reinspection/Followup"
489,72,"20150728","Routine - Unscheduled"
494,94,"20170418","Routine - Unscheduled"
494,74,"20160512","Routine - Unscheduled"
496,92,"20171016","Routine - Unscheduled"
496,91,"20160412","Routine - Unscheduled"
500,92,"20180403","Routine - Unscheduled"
500,,"20161221","Reinspection/Followup"
500,89,"20161128","Routine - Unscheduled"
500,,"20151008","Reinspection/Followup"
500,86,"20150930","Routine - Unscheduled"
502,,"20171215","Reinspection/Followup"
502,94,"20171129","Routine - Unscheduled"
502,98,"20161206","Routine - Unscheduled"
505,,"20180316","Reinspection/Followup"
505,90,"20180305","Routine - Unscheduled"
505,,"20180301","Non-inspection site visit"
505,90,"20170207","Routine - Unscheduled"
505,90,"20160607","Routine - Unscheduled"
505,,"20160607","Complaint"
505,96,"20150623","Routine - Unscheduled"
505,,"20150622","Non-inspection site visit"
507,,"20170914","Reinspection/Followup"
507,86,"20170823","Routine - Unscheduled"
507,90,"20161128","Routine - Unscheduled"
507,,"20160415","Reinspection/Followup"
507,80,"20160324","Routine - Unscheduled"
509,,"20180424","Reinspection/Followup"
509,87,"20180314","Routine - Unscheduled"
509,,"20160906","Reinspection/Followup"
509,,"20160901","Reinspection/Followup"
509,90,"20160829","Routine - Unscheduled"
509,,"20160328","Reinspection/Followup"
509,79,"20160222","Routine - Unscheduled"
510,88,"20170919","Routine - Unscheduled"
510,87,"20161109","Routine - Unscheduled"
510,88,"20160523","Routine - Unscheduled"
519,,"20180103","Reinspection/Followup"
519,91,"20171212","Routine - Unscheduled"
519,,"20161109","Reinspection/Followup"
519,85,"20160809","Routine - Unscheduled"
520,92,"20180129","Routine - Unscheduled"
520,98,"20160520","Routine - Unscheduled"
522,92,"20170922","Routine - Unscheduled"
522,,"20170223","Reinspection/Followup"
522,88,"20170209","Routine - Unscheduled"
522,94,"20160706","Routine - Unscheduled"
522,,"20160104","Complaint"
522,93,"20151124","Routine - Unscheduled"
522,,"20151124","Complaint"
522,,"20150709","Reinspection/Followup"
522,,"20150709","Complaint"
522,96,"20150630","Routine - Unscheduled"
527,,"20170920","Reinspection/Followup"
527,75,"20170821","Routine - Unscheduled"
527,,"20161205","Reinspection/Followup"
527,84,"20161005","Routine - Unscheduled"
527,,"20151020","Reinspection/Followup"
527,88,"20151005","Routine - Unscheduled"
527,,"20150908","Non-inspection site visit"
529,90,"20170328","Routine - Unscheduled"
529,90,"20160614","Routine - Unscheduled"
538,88,"20170927","Routine - Unscheduled"
538,,"20160930","Reinspection/Followup"
538,86,"20160928","Routine - Unscheduled"
538,,"20160418","Reinspection/Followup"
538,85,"20160411","Routine - Unscheduled"
539,90,"20180529","Routine - Unscheduled"
539,90,"20171010","Routine - Unscheduled"
539,96,"20161031","Routine - Unscheduled"
539,96,"20160419","Routine - Unscheduled"
542,88,"20180612","Routine - Unscheduled"
542,,"20170707","Reinspection/Followup"
542,80,"20170630","Routine - Unscheduled"
542,86,"20161006","Routine - Unscheduled"
542,,"20160404","Reinspection/Followup"
542,,"20160316","Reinspection/Followup"
542,83,"20160224","Routine - Unscheduled"
544,74,"20170822","Routine - Unscheduled"
544,,"20160615","Reinspection/Followup"
544,78,"20160608","Routine - Unscheduled"
547,90,"20180501","Routine - Unscheduled"
547,94,"20170224","Routine - Unscheduled"
547,98,"20160412","Routine - Unscheduled"
547,98,"20150813","Routine - Unscheduled"
551,90,"20180612","Routine - Unscheduled"
551,,"20170628","Reinspection/Followup"
551,76,"20170621","Routine - Unscheduled"
551,,"20170131","Reinspection/Followup"
551,81,"20161107","Routine - Unscheduled"
551,,"20160328","Reinspection/Followup"
551,85,"20160321","Routine - Unscheduled"
552,84,"20180503","Routine - Unscheduled"
552,,"20180503","Complaint"
552,,"20171101","Complaint"
552,81,"20170815","Routine - Unscheduled"
552,,"20170815","Complaint"
552,,"20170119","Reinspection/Followup"
552,89,"20170110","Routine - Unscheduled"
552,,"20160524","Reinspection/Followup"
552,87,"20160516","Routine - Unscheduled"
557,76,"20171018","Routine - Unscheduled"
557,85,"20160629","Routine - Unscheduled"
562,98,"20160810","Routine - Unscheduled"
562,,"20160809","Non-inspection site visit"
573,100,"20180216","Routine - Unscheduled"
573,100,"20170927","Routine - Unscheduled"
573,100,"20170906","Routine - Unscheduled"
573,86,"20170127","Routine - Unscheduled"
573,86,"20170119","Routine - Unscheduled"
580,94,"20180313","Routine - Unscheduled"
580,,"20170925","Reinspection/Followup"
580,91,"20170829","Routine - Unscheduled"
580,96,"20170307","Routine - Unscheduled"
580,92,"20160829","Routine - Unscheduled"
580,91,"20160311","Routine - Unscheduled"
580,93,"20150820","Routine - Unscheduled"
587,88,"20180131","Routine - Unscheduled"
587,96,"20160608","Routine - Unscheduled"
588,88,"20171121","Routine - Unscheduled"
588,,"20170110","Reinspection/Followup"
588,91,"20170103","Routine - Unscheduled"
588,,"20160628","Reinspection/Followup"
588,,"20160623","Reinspection/Followup"
588,83,"20160615","Routine - Unscheduled"
588,78,"20151117","Routine - Unscheduled"
589,82,"20180611","Routine - Unscheduled"
589,,"20161202","Reinspection/Followup"
589,85,"20161128","Routine - Unscheduled"
589,,"20160516","Reinspection/Followup"
589,80,"20160503","Routine - Unscheduled"
591,89,"20180206","Routine - Unscheduled"
591,,"20160627","Reinspection/Followup"
591,83,"20160615","Routine - Unscheduled"
591,,"20160615","Complaint"
606,,"20170815","Reinspection/Followup"
606,,"20170731","Non-inspection site visit"
606,78,"20170720","Routine - Unscheduled"
606,,"20160527","Reinspection/Followup"
606,86,"20160518","Routine - Unscheduled"
610,92,"20180206","Routine - Unscheduled"
610,94,"20160819","Routine - Unscheduled"
615,,"20180605","Non-inspection site visit"
615,,"20170620","Reinspection/Followup"
615,86,"20170608","Routine - Unscheduled"
615,92,"20160718","Routine - Unscheduled"
615,100,"20150914","Routine - Unscheduled"
619,90,"20170929","Routine - Unscheduled"
619,86,"20170118","Routine - Unscheduled"
619,,"20160614","Reinspection/Followup"
619,88,"20160525","Routine - Unscheduled"
625,88,"20180316","Routine - Unscheduled"
625,90,"20160921","Routine - Unscheduled"
625,96,"20150625","Routine - Unscheduled"
627,87,"20180403","Routine - Unscheduled"
627,93,"20150819","Routine - Unscheduled"
627,,"20150819","Complaint"
628,,"20180511","Reinspection/Followup"
628,74,"20180504","Routine - Unscheduled"
628,90,"20161130","Routine - Unscheduled"
628,,"20160914","Reinspection/Followup"
628,,"20160713","Reinspection/Followup"
628,,"20160503","Reinspection/Followup"
628,82,"20160418","Routine - Unscheduled"
628,,"20151217","Complaint"
631,,"20180322","Reinspection/Followup"
631,87,"20180314","Routine - Unscheduled"
631,98,"20160930","Routine - Unscheduled"
639,,"20180413","Complaint Reinspection/Followup"
639,,"20180206","Complaint"
639,94,"20171023","Routine - Unscheduled"
639,94,"20160913","Routine - Unscheduled"
639,92,"20160303","Routine - Unscheduled"
639,,"20160303","Complaint"
639,,"20150813","Complaint"
639,92,"20150806","Routine - Unscheduled"
642,,"20180504","Reinspection/Followup"
642,96,"20180426","Routine - Unscheduled"
642,94,"20160617","Routine - Unscheduled"
645,93,"20170405","Routine - Unscheduled"
665,87,"20180529","Routine - Unscheduled"
665,,"20171207","Reinspection/Followup"
665,89,"20171127","Routine - Unscheduled"
665,83,"20161005","Routine - Unscheduled"
670,,"20180503","Reinspection/Followup"
670,,"20180423","Reinspection/Followup"
670,85,"20180413","Routine - Unscheduled"
670,,"20171024","Non-inspection site visit"
670,86,"20171023","Routine - Unscheduled"
670,86,"20160914","Routine - Unscheduled"
691,92,"20180307","Routine - Unscheduled"
691,,"20170926","Reinspection/Followup"
691,80,"20170925","Routine - Unscheduled"
691,90,"20160919","Routine - Unscheduled"
695,,"20180130","Non-inspection site visit"
695,96,"20180112","Routine - Unscheduled"
695,92,"20170713","Routine - Unscheduled"
695,,"20161104","Reinspection/Followup"
695,94,"20160930","Routine - Unscheduled"
695,94,"20160404","Routine - Unscheduled"
703,,"20180508","Non-inspection site visit"
703,,"20180424","Reinspection/Followup"
703,,"20180424","Reinspection/Followup"
703,73,"20180417","Routine - Unscheduled"
703,,"20160630","Reinspection/Followup"
703,66,"20160617","Routine - Unscheduled"
709,87,"20170927","Routine - Unscheduled"
709,,"20170831","Non-inspection site visit"
709,,"20170830","Non-inspection site visit"
709,,"20170810","New Construction"
709,,"20170616","New Construction"
709,,"20170112","Reinspection/Followup"
709,83,"20170112","Routine - Unscheduled"
709,,"20151117","Reinspection/Followup"
709,,"20151116","Reinspection/Followup"
709,82,"20151110","Routine - Unscheduled"
726,74,"20180522","Routine - Unscheduled"
726,,"20170103","Reinspection/Followup"
726,,"20161118","Reinspection/Followup"
726,,"20161110","Reinspection/Followup"
726,72,"20161109","Routine - Unscheduled"
